customer_age_class,region,internet_product_name,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,flag_churn
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.76,40.36,29,0,0
55 - 59,NRW,VF RIP U-TREUE,55.34,43.35,31,0,0
80 and over,NRW,VF RIP U-TREUE,44.98,39.23,28,0,0
80 and over,NRW,VF RIP U-TREUE,22.2,26.19,32,0,0
50 - 54,NRW,VF CABLEMAX,76.38,60.37,29,0,0
80 and over,NRW,VF RIP U-TREUE,25.75,34.0,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.68,44.1,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.59,44.09,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.74,30.83,30,0,0
80 and over,NRW,VF RIP U-TREUE,33.28,21.97,29,0,0
50 - 54,NRW,VF CABLEMAX,54.27,50.82,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.56,29.86,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,42.84,39.94,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,75.37,39.1,29,0,0
80 and over,NRW,VF RIP U-TREUE,22.45,28.44,30,0,0
25 - 29,NRW,VF CABLEMAX,46.42,44.99,28,0,1
80 and over,NRW,VF RIP U-TREUE,22.44,32.55,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.58,39.6,31,0,1
80 and over,NRW,VF RIP U-TREUE,24.11,25.24,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,43.43,43.79,30,0,0
35 - 39,NRW,VF CABLEMAX,55.97,45.26,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.74,45.5,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.45,39.32,29,0,1
55 - 59,NRW,VF CABLEMAX,46.87,47.34,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.95,39.79,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,31.98,28.81,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.82,44.25,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.9,38.88,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,28.04,30.19,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.66,49.47,30,0,0
25 - 29,NRW,VF CABLEMAX,43.0,44.47,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.26,39.86,29,0,1
80 and over,NRW,VF RIP U-TREUE,31.01,30.51,30,0,0
35 - 39,NRW,VF CABLEMAX,42.56,44.9,32,0,0
55 - 59,NRW,VF CABLEMAX,47.66,49.06,29,0,0
80 and over,NRW,VF RIP U-TREUE,40.21,40.82,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.89,38.85,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.39,35.18,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.94,40.25,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.93,40.65,30,0,1
50 - 54,NRW,VF CABLEMAX,73.76,49.97,30,0,0
55 - 59,NRW,VF RIP U-TREUE,35.71,39.61,29,0,0
25 - 29,NRW,GIGAZUHAUSE TREUE C,39.04,32.39,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.15,39.97,29,0,0
80 and over,NRW,VF RIP U-TREUE,27.91,31.72,30,0,0
55 - 59,NRW,VF CABLEMAX,49.47,48.92,31,0,0
55 - 59,NRW,VF RIP U-TREUE,41.7,38.81,29,0,0
25 - 29,NRW,VF CABLEMAX,45.77,44.31,76,0,1
55 - 59,NRW,VF RIP U-TREUE,61.75,42.7,30,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,26.11,23.25,365,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.57,29.55,33,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.48,39.9,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.52,38.67,29,0,0
55 - 59,NRW,VF RIP U-TREUE,69.18,42.79,31,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,22.62,29.9,31,0,0
55 - 59,NRW,VF CABLEMAX,49.82,48.88,28,0,0
40 - 44,NRW,VF CABLEMAX,38.63,44.4,31,0,1
35 - 39,NRW,VF RIP U-TREUE,32.54,38.37,31,0,0
35 - 39,NRW,VF CABLEMAX,45.93,44.95,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.95,39.66,27,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.8,45.26,32,0,1
50 - 54,NRW,VF CABLEMAX,81.0,51.16,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.65,39.37,30,0,0
35 - 39,NRW,VF RIP U-TREUE,41.99,24.12,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,49.77,39.2,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.78,39.12,29,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,41.21,40.43,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.43,39.74,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,24.7,30.0,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,53.53,43.17,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.32,40.04,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.54,44.7,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.66,35.08,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.73,44.44,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.83,43.72,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.87,44.88,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.83,28.5,30,0,1
25 - 29,NRW,VF CABLEMAX,49.42,43.76,32,0,1
25 - 29,NRW,VF CABLEMAX,49.83,44.28,29,0,1
80 and over,NRW,GIGAZUHAUSE TREUE C,33.44,20.48,29,0,0
50 - 54,NRW,VF CABLEMAX,48.52,44.2,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,43.06,44.05,32,0,0
35 - 39,NRW,VF RIP U-TREUE,21.07,27.01,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.02,39.64,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,47.37,53.94,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.31,35.27,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.77,28.24,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.84,40.0,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.07,26.36,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.59,30.42,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.65,39.68,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.49,39.87,33,0,1
55 - 59,NRW,VF CABLEMAX,46.2,49.78,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.31,39.47,29,0,1
50 - 54,NRW,VF CABLEMAX,45.67,45.61,29,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,60.6,45.66,32,0,0
50 - 54,NRW,VF CABLEMAX,46.29,45.1,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,45.19,40.19,33,0,0
50 - 54,NRW,VF CABLEMAX,49.74,49.71,32,0,1
50 - 54,NRW,VF CABLEMAX,66.67,49.52,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.19,28.7,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.99,44.23,30,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,40.72,38.9,29,0,1
80 and over,NRW,VF RIP U-TREUE,36.48,32.04,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.67,38.95,30,0,1
35 - 39,NRW,VF CABLEMAX,42.69,44.82,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.35,39.65,31,0,1
80 and over,NRW,VF RIP U-TREUE,26.95,29.38,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.0,35.91,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,56.14,44.8,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.66,40.91,30,0,0
80 and over,NRW,MMA,24.4,20.4,30,0,0
55 - 59,NRW,VF CABLEMAX,81.11,50.55,31,0,0
50 - 54,NRW,VF CABLEMAX,72.7,49.03,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,39.85,38.54,30,0,1
55 - 59,NRW,VF RIP U-TREUE,43.03,39.58,29,0,0
25 - 29,NRW,VF CABLEMAX,41.76,44.51,30,0,1
50 - 54,NRW,VF CABLEMAX,50.95,44.41,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,49.55,43.13,31,0,0
25 - 29,NRW,VF CABLEMAX,45.54,44.48,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.01,35.53,30,0,1
25 - 29,NRW,VF CABLEMAX,48.93,46.36,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.49,40.12,32,0,0
80 and over,NRW,VF RIP U-TREUE,31.42,24.22,30,0,0
50 - 54,NRW,VF CABLEMAX,49.42,44.82,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,46.26,39.28,31,0,0
55 - 59,NRW,VF RIP U-TREUE,37.84,38.61,31,0,0
80 and over,NRW,VF RIP U-TREUE,33.66,25.06,32,0,0
55 - 59,NRW,VF CABLEMAX,49.13,50.55,31,0,0
35 - 39,NRW,VF RIP U-TREUE,44.54,26.95,31,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,31.92,30.07,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.52,32.41,32,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.33,44.21,28,0,0
35 - 39,NRW,VF CABLEMAX,47.98,45.06,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.31,40.01,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.76,40.29,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.95,43.9,31,0,1
55 - 59,NRW,VF CABLEMAX,85.29,50.02,30,0,0
55 - 59,NRW,VF CABLEMAX,71.84,59.88,31,0,0
80 and over,NRW,VF RIP U-TREUE,27.53,25.55,31,0,0
80 and over,NRW,VF RIP U-TREUE,25.98,25.6,31,0,0
25 - 29,NRW,VF CABLEMAX,42.0,44.95,29,0,1
25 - 29,NRW,VF CABLEMAX,47.56,44.61,31,0,1
80 and over,NRW,MMA,9.19,0.0,31,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,76.47,60.1,30,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,34.28,27.22,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.17,39.19,30,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,33.55,31.69,31,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,49.18,39.22,30,0,1
50 - 54,NRW,VF CABLEMAX,40.51,50.47,31,0,0
50 - 54,NRW,VF CABLEMAX,66.01,49.7,28,0,0
55 - 59,NRW,VF RIP U-TREUE,74.66,43.0,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.36,40.44,30,0,1
55 - 59,NRW,VF CABLEMAX,72.58,49.09,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,39.64,40.36,76,0,1
80 and over,NRW,VF RIP U-TREUE,18.59,26.18,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,42.49,37.65,340,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,51.75,44.61,30,0,1
25 - 29,NRW,VF CABLEMAX,40.51,45.11,29,0,1
80 and over,NRW,VF RIP U-TREUE,29.5,28.58,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.99,35.22,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,38.9,39.37,30,0,0
80 and over,NRW,VF RIP U-TREUE,32.7,27.96,29,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,40.12,39.25,295,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,37.01,34.21,30,0,0
25 - 29,NRW,VF CABLEMAX,39.4,44.82,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.47,35.42,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.89,44.7,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.59,29.85,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,26.75,35.61,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.45,40.07,28,0,0
35 - 39,NRW,VF RIP U-TREUE,32.69,26.17,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.47,40.42,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.41,44.07,30,0,0
25 - 29,NRW,VF CABLEMAX,49.59,45.09,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.75,39.76,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.84,44.4,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.4,38.78,31,0,1
80 and over,NRW,VF RIP U-TREUE,28.73,26.49,31,0,0
25 - 29,NRW,VF CABLEMAX,49.9,45.36,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.4,40.41,30,0,0
50 - 54,NRW,VF CABLEMAX,48.93,49.55,32,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,42.01,38.72,30,0,0
55 - 59,NRW,VF CABLEMAX,50.35,49.43,28,0,0
55 - 59,NRW,VF RIP U-TREUE,40.06,42.37,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.98,39.78,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,43.15,43.02,33,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,90.22,47.86,30,0,0
35 - 39,NRW,VF RIP U-TREUE,39.52,37.98,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.78,40.04,31,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,73.0,58.58,29,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,46.36,44.77,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.58,29.43,28,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,35.44,28.57,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,51.44,44.21,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.57,39.44,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,52.49,45.39,30,0,1
80 and over,NRW,VF RIP U-TREUE,40.22,29.6,32,0,0
80 and over,NRW,VF RIP U-TREUE,28.31,39.33,30,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,48.91,39.52,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,90.51,49.24,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,83.55,53.69,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.95,29.27,30,0,1
55 - 59,NRW,VF RIP U-TREUE,38.12,37.85,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,52.22,40.2,28,0,1
25 - 29,NRW,VF CABLEMAX,44.68,44.35,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,43.36,43.99,29,0,1
65 - 69,NRW,VF RIP U-TREUE,34.27,37.16,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.05,40.4,30,0,1
25 - 29,NRW,VF CABLEMAX,47.27,45.11,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.45,28.66,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,55.21,49.26,29,0,0
55 - 59,NRW,VF RIP U-TREUE,76.25,39.57,30,0,0
50 - 54,NRW,VF CABLEMAX,92.24,49.55,30,0,0
55 - 59,NRW,VF RIP U-TREUE,39.6,38.66,31,0,0
35 - 39,NRW,VF CABLEMAX,46.52,45.63,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.12,39.75,30,0,1
60 - 64,NRW,VF RIP U-TREUE,38.26,37.87,29,0,0
50 - 54,NRW,VF CABLEMAX,75.68,60.49,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,32.58,43.65,29,0,0
25 - 29,NRW,VF CABLEMAX,45.51,45.66,31,0,1
65 - 69,NRW,VF RIP U-TREUE,42.7,39.08,30,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,40.42,38.83,336,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,32.59,35.53,30,0,1
50 - 54,NRW,VF CABLEMAX,48.93,44.47,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.58,33.51,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.63,44.2,31,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,23.88,26.4,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.22,39.8,29,0,0
25 - 29,NRW,VF CABLEMAX,45.27,44.56,27,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.34,44.61,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.19,45.05,30,0,0
35 - 39,NRW,VF RIP U-TREUE,23.64,26.9,29,0,0
55 - 59,NRW,VF RIP U-TREUE,36.09,43.02,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.52,44.84,29,0,0
35 - 39,NRW,VF RIP U-TREUE,36.69,26.45,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,60.67,56.42,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.0,43.43,30,0,1
35 - 39,NRW,VF RIP U-TREUE,33.07,39.23,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,25.91,30.76,27,0,1
25 - 29,NRW,VF CABLEMAX,41.47,44.83,29,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,55.27,38.59,377,0,0
25 - 29,NRW,VF CABLEMAX,48.15,45.12,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.29,43.62,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,76.6,48.08,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.76,40.28,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,61.73,40.13,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,45.87,44.7,30,0,1
50 - 54,NRW,VF CABLEMAX,44.95,44.54,29,0,1
35 - 39,NRW,VF RIP U-TREUE,32.2,27.18,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,77.3,49.64,30,0,0
55 - 59,NRW,VF RIP U-TREUE,43.07,44.0,29,0,0
35 - 39,NRW,VF RIP U-TREUE,11.63,25.34,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,25.77,30.62,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.85,40.67,30,0,0
80 and over,NRW,VF RIP U-TREUE,23.7,23.2,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.0,45.73,31,0,1
55 - 59,NRW,VF CABLEMAX,74.72,58.96,32,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,49.1,39.96,31,0,0
40 - 44,NRW,GIGAZUHAUSE KABEL,32.53,37.44,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,40.46,39.72,30,0,1
80 and over,NRW,VF RIP U-TREUE,27.61,26.97,29,0,0
55 - 59,NRW,VF CABLEMAX,55.0,50.54,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.98,41.14,30,0,0
55 - 59,NRW,VF RIP U-TREUE,56.76,39.53,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,50.67,49.16,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.16,39.65,29,0,1
80 and over,NRW,VF RIP U-TREUE,29.96,38.53,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,26.67,39.42,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.93,44.65,32,0,0
80 and over,NRW,VF RIP U-TREUE,36.39,30.34,31,0,0
50 - 54,NRW,VF CABLEMAX,50.99,49.52,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.7,39.98,31,0,1
80 and over,NRW,VF RIP U-TREUE,39.37,28.14,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.86,40.08,31,0,1
35 - 39,NRW,VF RIP U-TREUE,12.57,26.14,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,65.02,40.41,29,0,0
25 - 29,NRW,VF CABLEMAX,42.94,44.3,32,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,56.26,38.75,30,0,0
50 - 54,NRW,VF CABLEMAX,78.91,50.79,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.01,39.69,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.71,45.5,30,0,1
55 - 59,NRW,VF RIP U-TREUE,44.3,38.24,30,0,0
35 - 39,NRW,VF RIP U-TREUE,37.59,38.19,29,0,0
80 and over,NRW,VF RIP U-TREUE,30.49,39.98,30,0,0
35 - 39,NRW,VF RIP U-TREUE,33.95,38.27,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.39,49.61,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.87,39.58,30,0,1
25 - 29,NRW,VF CABLEMAX,45.15,44.41,29,0,1
50 - 54,NRW,VF CABLEMAX,50.68,45.18,29,0,1
55 - 59,NRW,VF CABLEMAX,63.32,49.43,31,0,0
50 - 54,NRW,VF CABLEMAX,47.51,49.9,28,0,0
80 and over,NRW,VF RIP U-TREUE,21.34,27.97,30,0,0
55 - 59,NRW,VF RIP U-TREUE,43.51,39.0,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,43.11,38.78,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.02,39.85,65,0,1
80 and over,NRW,VF RIP U-TREUE,27.46,24.36,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,40.58,39.99,30,0,0
80 and over,NRW,VF RIP U-TREUE,35.4,26.51,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,43.27,29.68,30,0,1
25 - 29,NRW,VF CABLEMAX,40.99,45.4,29,0,1
80 and over,NRW,VF RIP U-TREUE,24.74,25.08,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.87,39.95,29,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,39.84,39.35,29,0,1
80 and over,NRW,VF RIP U-TREUE,34.49,27.92,31,0,0
25 - 29,NRW,VF CABLEMAX,42.93,46.17,27,0,1
25 - 29,NRW,VF CABLEMAX,54.18,45.67,40,0,1
35 - 39,NRW,VF RIP U-TREUE,44.49,38.5,29,0,1
35 - 39,NRW,VF RIP U-TREUE,33.08,27.27,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.58,39.99,30,0,1
35 - 39,NRW,VF RIP U-TREUE,30.93,30.89,31,0,0
30 - 34,NRW,GIGAZUHAUSE KABEL,42.39,44.05,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.07,40.77,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,43.77,56.41,31,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,46.45,44.68,29,0,0
35 - 39,NRW,VF RIP U-TREUE,36.92,38.92,30,0,1
50 - 54,NRW,VF CABLEMAX,75.86,50.56,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.77,39.64,31,0,0
55 - 59,NRW,VF RIP U-TREUE,39.03,42.98,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,39.6,39.54,82,0,1
80 and over,NRW,VF RIP U-TREUE,26.01,32.33,30,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,43.77,39.08,343,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,79.82,55.58,31,0,0
25 - 29,NRW,VF CABLEMAX,48.38,45.27,30,0,1
60 - 64,NRW,VF RIP U-TREUE,35.26,39.13,32,0,0
55 - 59,NRW,VF RIP U-TREUE,47.25,39.56,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.52,40.02,29,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,48.9,38.98,30,0,1
55 - 59,NRW,VF CABLEMAX,44.53,44.9,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,47.04,42.84,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.79,45.16,30,0,1
25 - 29,NRW,VF CABLEMAX,46.86,44.96,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,71.54,61.57,28,0,0
80 and over,NRW,VF RIP U-TREUE,21.8,30.16,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.08,35.72,31,0,1
80 and over,NRW,VF RIP U-TREUE,35.44,23.55,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.75,44.85,30,0,1
25 - 29,NRW,VF CABLEMAX,42.39,46.39,31,0,1
80 and over,NRW,VF RIP U-TREUE,32.84,25.3,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.77,40.56,29,0,1
25 - 29,NRW,VF CABLEMAX,35.54,45.1,31,0,1
80 and over,NRW,VF RIP U-TREUE,36.48,30.64,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.29,43.63,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.71,28.36,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.22,43.86,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,31.57,33.88,30,0,1
35 - 39,NRW,VF RIP U-TREUE,21.33,25.26,31,0,0
35 - 39,NRW,VF RIP U-TREUE,35.72,39.69,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.46,45.06,30,0,0
55 - 59,NRW,VF CABLEMAX,75.03,48.42,29,0,0
35 - 39,NRW,VF RIP U-TREUE,43.9,25.91,29,0,0
50 - 54,NRW,VF CABLEMAX,44.19,45.44,31,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,73.36,55.48,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.57,40.1,85,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,39.84,40.17,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.92,31.99,28,0,1
80 and over,NRW,VF RIP U-TREUE,25.36,30.31,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.62,34.14,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,41.07,40.75,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.05,39.28,28,0,1
55 - 59,NRW,VF RIP U-TREUE,49.41,43.21,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.5,39.2,31,0,1
